1692.0,1268.0,1056.0,1046.0,1360.0,113.0
1559.0,972.0,1174.0,955.0,1292.0,92.0
1555.0,1074.0,1140.0,939.0,1402.0,114.0
1584.0,1203.0,1092.0,948.0,1376.0,122.0
1490.0,1110.0,1205.0,836.0,1272.0,116.0
1393.0,949.0,1337.0,750.0,1197.0,96.0
1333.0,733.0,1462.0,690.0,1185.0,77.0
1333.0,730.0,1453.0,672.0,1136.0,76.0
1276.0,620.0,1579.0,609.0,1094.0,60.0
1235.0,501.0,1705.0,561.0,1010.0,-200.0
1197.0,445.0,1818.0,527.0,1011.0,34.0
1182.0,422.0,1918.0,512.0,1066.0,28.0
1221.0,472.0,1738.0,553.0,1052.0,48.0
1339.0,730.0,1490.0,667.0,1144.0,82.0
1517.0,1102.0,1136.0,900.0,1333.0,112.0
1583.0,1028.0,1079.0,960.0,1351.0,101.0
1446.0,860.0,1218.0,827.0,1233.0,98.0
1362.0,671.0,1328.0,762.0,1179.0,92.0
1401.0,664.0,1301.0,774.0,1236.0,95.0
1537.0,799.0,1162.0,869.0,1286.0,112.0
1730.0,1037.0,983.0,1034.0,1371.0,128.0
1647.0,946.0,1082.0,933.0,1310.0,126.0
1591.0,957.0,1103.0,912.0,1292.0,131.0
1719.0,1104.0,1008.0,1020.0,1383.0,135.0
2083.0,1409.0,799.0,1319.0,1581.0,151.0
2333.0,1704.0,702.0,1488.0,1776.0,172.0
2191.0,1654.0,743.0,1404.0,1640.0,165.0
1707.0,1285.0,957.0,1076.0,1313.0,136.0
1333.0,821.0,1325.0,749.0,965.0,85.0
1252.0,552.0,1565.0,629.0,913.0,53.0
1375.0,816.0,1254.0,805.0,1080.0,97.0
1378.0,832.0,1247.0,829.0,1044.0,110.0
1304.0,692.0,1396.0,718.0,988.0,91.0
1187.0,512.0,1680.0,574.0,889.0,-200.0
1134.0,384.0,1893.0,506.0,831.0,32.0
1155.0,394.0,1895.0,501.0,847.0,44.0
1223.0,487.0,1685.0,571.0,927.0,71.0
1361.0,748.0,1387.0,730.0,1091.0,104.0
1900.0,1400.0,897.0,1236.0,1587.0,141.0
2058.0,1588.0,767.0,1353.0,1545.0,-200.0
1712.0,1237.0,912.0,1118.0,1350.0,122.0
1598.0,1167.0,969.0,1037.0,1263.0,143.0
1537.0,959.0,1035.0,986.0,1206.0,113.0
1593.0,983.0,1008.0,1016.0,1252.0,116.0
1660.0,1061.0,949.0,1078.0,1287.0,123.0
1740.0,1139.0,922.0,1122.0,1353.0,126.0
1657.0,1112.0,954.0,1073.0,1309.0,120.0
1610.0,994.0,1006.0,1041.0,1274.0,119.0
1910.0,1410.0,812.0,1277.0,1510.0,149.0
1847.0,1448.0,821.0,1246.0,1525.0,145.0
2390.0,1887.0,624.0,1610.0,1843.0,170.0
1941.0,1627.0,752.0,1299.0,1598.0,149.0
1723.0,1491.0,839.0,1127.0,1484.0,139.0
2062.0,1657.0,741.0,1346.0,1677.0,134.0
1544.0,1285.0,963.0,964.0,1280.0,113.0
1463.0,1144.0,1071.0,873.0,1196.0,97.0
1365.0,1043.0,1176.0,782.0,1184.0,82.0
1380.0,996.0,1179.0,783.0,1172.0,-200.0
1412.0,992.0,1132.0,821.0,1147.0,83.0
1274.0,819.0,1420.0,625.0,978.0,65.0
1268.0,835.0,1406.0,646.0,1100.0,60.0
1409.0,940.0,1228.0,770.0,1112.0,77.0
1678.0,1192.0,935.0,1043.0,1336.0,96.0
1777.0,1411.0,830.0,1153.0,1408.0,119.0
1667.0,1465.0,869.0,1081.0,1447.0,126.0
1780.0,1583.0,808.0,1184.0,1542.0,158.0
1679.0,1387.0,875.0,1117.0,1451.0,161.0
1600.0,1101.0,987.0,1059.0,1328.0,124.0
1488.0,850.0,1088.0,924.0,1207.0,102.0
1532.0,947.0,1049.0,947.0,1240.0,116.0
1554.0,1078.0,1004.0,987.0,1306.0,124.0
1602.0,1084.0,976.0,1000.0,1326.0,125.0
1779.0,1395.0,831.0,1163.0,1473.0,148.0
1922.0,1612.0,758.0,1286.0,1609.0,165.0
1915.0,1697.0,754.0,1274.0,1611.0,161.0
1860.0,1886.0,762.0,1247.0,1621.0,159.0
1748.0,1624.0,844.0,1089.0,1444.0,143.0
1603.0,1536.0,892.0,1010.0,1418.0,130.0
1611.0,1535.0,889.0,1013.0,1534.0,129.0
1624.0,1530.0,880.0,1045.0,1484.0,119.0
1543.0,1337.0,953.0,925.0,1367.0,104.0
1620.0,1278.0,921.0,968.0,1344.0,-200.0
1452.0,1051.0,1130.0,773.0,1130.0,82.0
1377.0,929.0,1272.0,691.0,1062.0,70.0
1333.0,872.0,1395.0,618.0,1076.0,63.0
1340.0,853.0,1384.0,615.0,1028.0,67.0
1414.0,959.0,1225.0,722.0,1155.0,84.0
1527.0,1093.0,1055.0,828.0,1235.0,83.0
1614.0,1225.0,952.0,923.0,1332.0,98.0
1696.0,1355.0,878.0,1009.0,1445.0,114.0
1677.0,1262.0,907.0,1002.0,1416.0,119.0
1525.0,980.0,1084.0,880.0,1281.0,104.0
1490.0,872.0,1104.0,879.0,1207.0,102.0
1511.0,900.0,1081.0,906.0,1258.0,107.0
1646.0,1099.0,974.0,1045.0,1458.0,129.0
1668.0,1206.0,943.0,1051.0,1438.0,128.0
1671.0,1262.0,929.0,1055.0,1478.0,121.0
1993.0,1698.0,753.0,1312.0,1808.0,157.0
2103.0,1905.0,681.0,1381.0,1898.0,173.0
1818.0,1648.0,784.0,1140.0,1560.0,146.0
1587.0,1423.0,924.0,940.0,1324.0,121.0
1617.0,1349.0,933.0,933.0,1349.0,119.0
1547.0,1250.0,985.0,872.0,1239.0,99.0
1543.0,1174.0,1010.0,853.0,1239.0,93.0
1566.0,1149.0,998.0,855.0,1224.0,88.0
1487.0,1021.0,1128.0,734.0,1078.0,-200.0
1468.0,1013.0,1150.0,711.0,1078.0,71.0
1464.0,1010.0,1156.0,703.0,1075.0,74.0
1584.0,1083.0,1030.0,830.0,1157.0,80.0
1710.0,1235.0,897.0,966.0,1314.0,89.0
2323.0,1680.0,652.0,1451.0,1797.0,114.0
2665.0,2184.0,537.0,1701.0,1961.0,149.0
2262.0,1973.0,622.0,1470.0,1771.0,157.0
2029.0,1798.0,710.0,1300.0,1564.0,155.0
1783.0,1522.0,831.0,1120.0,1430.0,134.0
1831.0,1404.0,830.0,1146.0,1417.0,119.0
1829.0,1263.0,838.0,1162.0,1400.0,111.0
1707.0,1137.0,926.0,1053.0,1317.0,104.0
1675.0,1068.0,950.0,1033.0,1318.0,99.0
1824.0,1252.0,857.0,1141.0,1445.0,110.0
2447.0,1843.0,631.0,1601.0,1917.0,162.0
2679.0,2122.0,542.0,1754.0,2040.0,187.0
2443.0,1992.0,565.0,1573.0,1895.0,165.0
2058.0,1707.0,678.0,1294.0,1595.0,145.0
1856.0,1494.0,764.0,1159.0,1439.0,125.0
1547.0,1164.0,1008.0,852.0,1142.0,101.0
1731.0,1272.0,852.0,1019.0,1304.0,103.0
1483.0,1040.0,1098.0,784.0,1074.0,88.0
1386.0,867.0,1320.0,640.0,968.0,61.0
1364.0,826.0,1376.0,608.0,929.0,-200.0
1373.0,840.0,1316.0,626.0,941.0,59.0
1348.0,793.0,1412.0,585.0,937.0,52.0
1418.0,870.0,1246.0,681.0,1017.0,64.0
1467.0,930.0,1162.0,770.0,1171.0,70.0
1889.0,1407.0,770.0,1185.0,1541.0,97.0
2055.0,1507.0,698.0,1287.0,1539.0,95.0
2211.0,1843.0,628.0,1431.0,1735.0,150.0
1973.0,1729.0,730.0,1297.0,1571.0,162.0
1868.0,1583.0,776.0,1250.0,1452.0,154.0
1998.0,1671.0,724.0,1359.0,1579.0,161.0
1897.0,1491.0,773.0,1309.0,1466.0,161.0
1675.0,1240.0,893.0,1136.0,1280.0,128.0
1759.0,1313.0,905.0,1197.0,1407.0,129.0
1739.0,1363.0,898.0,1173.0,1389.0,133.0
1778.0,1296.0,859.0,1235.0,1447.0,139.0
1875.0,1432.0,800.0,1271.0,1551.0,137.0
1776.0,1432.0,854.0,1173.0,1474.0,143.0
2106.0,2034.0,700.0,1426.0,1800.0,177.0
1710.0,1602.0,818.0,1101.0,1379.0,138.0
1560.0,1362.0,935.0,943.0,1201.0,117.0
1547.0,1314.0,922.0,925.0,1205.0,107.0
1442.0,1114.0,1066.0,784.0,1072.0,90.0
1383.0,992.0,1169.0,714.0,998.0,79.0
1332.0,884.0,1292.0,625.0,933.0,-200.0
1303.0,808.0,1396.0,577.0,883.0,60.0
1268.0,667.0,1460.0,554.0,869.0,40.0
1289.0,733.0,1417.0,576.0,891.0,53.0
1556.0,1052.0,1038.0,878.0,1173.0,84.0
1999.0,1534.0,702.0,1334.0,1587.0,108.0
2535.0,1931.0,553.0,1696.0,1852.0,127.0
2026.0,1734.0,703.0,1331.0,1522.0,134.0
1782.0,1595.0,819.0,1161.0,1438.0,135.0
1654.0,1490.0,905.0,1067.0,1393.0,142.0
1747.0,1508.0,861.0,1152.0,1452.0,153.0
1712.0,1334.0,887.0,1108.0,1389.0,123.0
1520.0,1045.0,1013.0,994.0,1207.0,104.0
1679.0,1221.0,940.0,1154.0,1365.0,129.0
1525.0,1069.0,1032.0,1060.0,1247.0,114.0
1981.0,1569.0,793.0,1478.0,1557.0,158.0
2414.0,2306.0,617.0,1737.0,1973.0,194.0
2416.0,2359.0,597.0,1667.0,1975.0,182.0
2174.0,2050.0,653.0,1485.0,1795.0,180.0
1727.0,1727.0,770.0,1150.0,1444.0,136.0
1778.0,1705.0,731.0,1171.0,1488.0,127.0
1669.0,1551.0,796.0,1083.0,1371.0,116.0
1502.0,1240.0,947.0,904.0,1161.0,107.0
1407.0,1115.0,1057.0,787.0,1064.0,88.0
1351.0,969.0,1196.0,687.0,970.0,-200.0
1334.0,925.0,1260.0,645.0,954.0,78.0
1307.0,828.0,1293.0,623.0,931.0,57.0
1333.0,893.0,1251.0,650.0,938.0,71.0
1551.0,1075.0,1005.0,885.0,1166.0,85.0
2094.0,1610.0,667.0,1384.0,1643.0,124.0
2468.0,2051.0,541.0,1682.0,1934.0,151.0
2010.0,1819.0,686.0,1333.0,1617.0,150.0
1752.0,1568.0,831.0,1127.0,1473.0,152.0
1663.0,1374.0,899.0,1068.0,1379.0,139.0
1648.0,1268.0,891.0,1056.0,1385.0,133.0
1660.0,1144.0,901.0,1087.0,1379.0,126.0
1639.0,1109.0,934.0,1129.0,1322.0,128.0
1767.0,1347.0,822.0,1205.0,1496.0,169.0
1689.0,1206.0,873.0,1131.0,1409.0,149.0
1957.0,1397.0,764.0,1338.0,1513.0,156.0
2118.0,1588.0,683.0,1464.0,1667.0,168.0
2051.0,1569.0,684.0,1453.0,1667.0,176.0
1732.0,1322.0,814.0,1121.0,1430.0,135.0
1621.0,1194.0,885.0,989.0,1333.0,121.0
1545.0,1062.0,948.0,911.0,1262.0,99.0
1606.0,1040.0,918.0,936.0,1287.0,106.0
1501.0,917.0,1021.0,840.0,1134.0,96.0
1380.0,594.0,1229.0,688.0,999.0,63.0
1301.0,430.0,1382.0,622.0,961.0,-200.0
1280.0,397.0,1440.0,569.0,934.0,32.0
1260.0,370.0,1620.0,525.0,913.0,28.0
1324.0,438.0,1373.0,607.0,969.0,61.0
1539.0,704.0,1054.0,845.0,1182.0,99.0
2144.0,1476.0,671.0,1372.0,1740.0,157.0
